,Name,Code,Big Theme,Theme,Source,Source acronym,Comment,Last update,Frequency,Measure,Unit,Status
Balanço de Pagam. - Serviços - Aluguel de equipamentos - Desp.,Balanço de Pagam. - Serviços - Aluguel de equipamentos - Desp.,BPAG12_SERALUGD12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. O aluguel de equipamentos engloba as receitas e despesas relativas ao aluguel de ativos tangíveis e resultantes de processos produtivos, pertencentes a residentes, por não residentes (ou vice-versa). Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Aluguel de equipamentos - Rec.,Balanço de Pagam. - Serviços - Aluguel de equipamentos - Rec.,BPAG12_SERALUGR12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. O aluguel de equipamentos engloba as receitas e despesas relativas ao aluguel de ativos tangíveis e resultantes de processos produtivos, pertencentes a residentes, por não residentes (ou vice-versa). Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Construção - Saldo,Balanço de Pagam. - Serviços - Construção - Saldo,BPAG12_SERCONST12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. A construção engloba os serviços de construção e instalação de projetos, prestados temporariamente por residentes para não residentes no exterior, e vice-versa. Por exemplo:  criação, renovação, reparação, ou ampliação de ativos fixos, sob a forma de edifícios, melhoramentos de terrenos, e outras construções. Inclui preparação do local da construção, bem como serviços especializados, tais como pintura, canalização, e de demolição. Também inclui gestão de projetos de construção. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a>; SGS - Sistema Gerenciador de Séries Temporais e ""Contabilidade Social"", Ed. Campus, 4ª ed., Feijó & Olinto Ramos.",2021-02-26T06:50:00.313-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Construção - Desp.,Balanço de Pagam. - Serviços - Construção - Desp.,BPAG12_SERCONSTD12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. A construção engloba os serviços de construção e instalação de projetos, prestados temporariamente por residentes para não residentes no exterior, e vice-versa. Por exemplo:  criação, renovação, reparação, ou ampliação de ativos fixos, sob a forma de edifícios, melhoramentos de terrenos, e outras construções. Inclui preparação do local da construção, bem como serviços especializados, tais como pintura, canalização, e de demolição. Também inclui gestão de projetos de construção. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a>; SGS - Sistema Gerenciador de Séries Temporais e ""Contabilidade Social"", Ed. Campus, 4ª ed., Feijó & Olinto Ramos.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Construção - Rec.,Balanço de Pagam. - Serviços - Construção - Rec.,BPAG12_SERCONSTR12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. A construção engloba os serviços de construção e instalação de projetos, prestados temporariamente por residentes para não residentes no exterior, e vice-versa. Por exemplo:  criação, renovação, reparação, ou ampliação de ativos fixos, sob a forma de edifícios, melhoramentos de terrenos, e outras construções. Inclui preparação do local da construção, bem como serviços especializados, tais como pintura, canalização, e de demolição. Também inclui gestão de projetos de construção. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a>; SGS - Sistema Gerenciador de Séries Temporais e ""Contabilidade Social"", Ed. Campus, 4ª ed., Feijó & Olinto Ramos.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
"Balanço de Pagam. - Serviços - Serv. culturais, pessoais e recreativos - Saldo","Balanço de Pagam. - Serviços - Serv. culturais, pessoais e recreativos - Saldo",BPAG12_SERCULT12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Registra serviços culturais, pessoais e recreativos relacionados a produção de filmes, rádio e programas de televisão (ao vivo ou gravados), direitos de gravações musicais, aluguel de filmes e vídeos, e taxas cobradas por atores, diretores, e produtores para produções no exterior.Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
"Balanço de Pagam. - Serviços - Serv. culturais, pessoais e recreativos - Desp.","Balanço de Pagam. - Serviços - Serv. culturais, pessoais e recreativos - Desp.",BPAG12_SERCULTD12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Registra serviços culturais, pessoais e recreativos relacionados a produção de filmes, rádio e programas de televisão (ao vivo ou gravados), direitos de gravações musicais, aluguel de filmes e vídeos, e taxas cobradas por atores, diretores, e produtores para produções no exterior.Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Mensal,US$,milhões,A
"Balanço de Pagam. - Serviços - Serv. culturais, pessoais e recreativos - Rec.","Balanço de Pagam. - Serviços - Serv. culturais, pessoais e recreativos - Rec.",BPAG12_SERCULTR12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Registra serviços culturais, pessoais e recreativos relacionados a produção de filmes, rádio e programas de televisão (ao vivo ou gravados), direitos de gravações musicais, aluguel de filmes e vídeos, e taxas cobradas por atores, diretores, e produtores para produções no exterior.Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Desp.,Balanço de Pagam. - Serviços - Desp.,BPAG12_SERD12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros.  Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. financeiros - Saldo,Balanço de Pagam. - Serviços - Serv. financeiros - Saldo,BPAG12_SERFIN12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Os serviços financeiros abrangem os serviços de auxílio e intermediação financeira realizados entre residentes e não residentes. Incluem serviços habitualmente prestados por bancos e outras sociedades financeiras, tais como captação de depósitos e concessão de empréstimos, letras de crédito, serviços de cartões de crédito, comissões e encargos relativos ao arrendamento mercantil financeiro, factoring, subscrição, e compensação de pagamentos. Também estão incluídos serviços de consultoria, custódia de ativos financeiros ou metais preciosos, gestão de ativos financeiros, serviços de monitoramento, serviços de fornecimento de liquidez, serviços de assunção de risco (exceto serviços de seguros), fusões e aquisições, serviços de corretagem e serviços fiduciários. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. financeiros - Desp.,Balanço de Pagam. - Serviços - Serv. financeiros - Desp.,BPAG12_SERFIND12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Os serviços financeiros abrangem os serviços de auxílio e intermediação financeira realizados entre residentes e não residentes. Incluem serviços habitualmente prestados por bancos e outras sociedades financeiras, tais como captação de depósitos e concessão de empréstimos, letras de crédito, serviços de cartões de crédito, comissões e encargos relativos ao arrendamento mercantil financeiro, factoring, subscrição, e compensação de pagamentos. Também estão incluídos serviços de consultoria, custódia de ativos financeiros ou metais preciosos, gestão de ativos financeiros, serviços de monitoramento, serviços de fornecimento de liquidez, serviços de assunção de risco (exceto serviços de seguros), fusões e aquisições, serviços de corretagem e serviços fiduciários. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. financeiros - Rec.,Balanço de Pagam. - Serviços - Serv. financeiros - Rec.,BPAG12_SERFINR12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Os serviços financeiros abrangem os serviços de auxílio e intermediação financeira realizados entre residentes e não residentes. Incluem serviços habitualmente prestados por bancos e outras sociedades financeiras, tais como captação de depósitos e concessão de empréstimos, letras de crédito, serviços de cartões de crédito, comissões e encargos relativos ao arrendamento mercantil financeiro, factoring, subscrição, e compensação de pagamentos. Também estão incluídos serviços de consultoria, custódia de ativos financeiros ou metais preciosos, gestão de ativos financeiros, serviços de monitoramento, serviços de fornecimento de liquidez, serviços de assunção de risco (exceto serviços de seguros), fusões e aquisições, serviços de corretagem e serviços fiduciários. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. governamentais - Saldo,Balanço de Pagam. - Serviços - Serv. governamentais - Saldo,BPAG12_SERGOV12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Serviços governamentais é uma categoria residual. Abrange o fornecimento e aquisição de bens e serviços não incluídos em outras categorias, por governos e organizações internacionais. Inclui transações realizadas por embaixadas, consulados, missões humanitárias, unidades militares e de defesa realizadas no país onde essas instituições estão localizadas.Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:54:00.317-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. governamentais - Desp.,Balanço de Pagam. - Serviços - Serv. governamentais - Desp.,BPAG12_SERGOVD12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Serviços governamentais é uma categoria residual. Abrange o fornecimento e aquisição de bens e serviços não incluídos em outras categorias, por governos e organizações internacionais. Inclui transações realizadas por embaixadas, consulados, missões humanitárias, unidades militares e de defesa realizadas no país onde essas instituições estão localizadas.Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. governamentais - Rec.,Balanço de Pagam. - Serviços - Serv. governamentais - Rec.,BPAG12_SERGOVR12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Serviços governamentais é uma categoria residual. Abrange o fornecimento e aquisição de bens e serviços não incluídos em outras categorias, por governos e organizações internacionais. Inclui transações realizadas por embaixadas, consulados, missões humanitárias, unidades militares e de defesa realizadas no país onde essas instituições estão localizadas.Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. de propriedade intelectual - Saldo,Balanço de Pagam. - Serviços - Serv. de propriedade intelectual - Saldo,BPAG12_SERINT12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Os serviços de propriedade intelectual incluem taxas de utilização de direitos de propriedade, como patentes, marcas registradas, direitos autorais, franquias, processos e projetos industriais. incluem os encargos relativos a licenças para reproduzir e/ou distribuir obras que contenham direitos autorais de livros e manuscritos, software de computador, obras cinematográficas e gravações sonoras. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. de propriedade intelectual - Desp.,Balanço de Pagam. - Serviços - Serv. de propriedade intelectual - Desp.,BPAG12_SERINTD12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Os serviços de propriedade intelectual incluem taxas de utilização de direitos de propriedade, como patentes, marcas registradas, direitos autorais, franquias, processos e projetos industriais. incluem os encargos relativos a licenças para reproduzir e/ou distribuir obras que contenham direitos autorais de livros e manuscritos, software de computador, obras cinematográficas e gravações sonoras. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. de propriedade intelectual - Rec.,Balanço de Pagam. - Serviços - Serv. de propriedade intelectual - Rec.,BPAG12_SERINTR12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Os serviços de propriedade intelectual incluem taxas de utilização de direitos de propriedade, como patentes, marcas registradas, direitos autorais, franquias, processos e projetos industriais. incluem os encargos relativos a licenças para reproduzir e/ou distribuir obras que contenham direitos autorais de livros e manuscritos, software de computador, obras cinematográficas e gravações sonoras. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
Balanço de Pagam. - Serviços - Serv. manuf. sobre insumos físicos pert. a outros - Saldo,Balanço de Pagam. - Serviços - Serv. manuf. sobre insumos físicos pert. a outros - Saldo,BPAG12_SERMANUF12,Macroeconômico,Balanço de pagamentos,"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",Bacen/BP (BPM6),"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Os serviços de manufatura de insumos físicos pertencentes a outros abrangem processamento, montagem, rotulagem, embalagem e assim por diante, realizados por empresas que não possuem os bens em questão. A fabricação é realizada por uma entidade que não possui os bens e que é paga uma taxa pelo proprietário. Nesses casos, a propriedade dos bens não é alterada, portanto, nenhuma transação de mercadoria geral é registrada entre o processador e o proprietário. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Mensal,US$,milhões,A
