,CODE,NAME,COMMENT,LAST UPDATE,BIG THEME,SOURCE ACRONYM,SOURCE,SOURCE URL,FREQUENCY,MEASURE,UNIT,SERIES STATUS,THEME CODE,COUNTRY,NUMERICA
5254,BPAG12_RPIDLRD12,Balanço de Pagam. - Renda prim. - Renda invest. dir. - Lucros reinvestidos - Desp.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. A conta de renda de investimento direto que abrange os lucros e dividendos relativos a participações no capital de empresas e os juros correspondentes aos empréstimos intercompanhias nas modalidades de empréstimos diretos e títulos de qualquer prazo. Os lucros reinvestidos representam a parcela pertencente a investidores diretos não residentes dos lucros retidos e, portanto, não distribuídos. Os lucros reinvestidos positivos são tratados como uma injeção de capital na empresa de investimento direto pelo investidor direto, já os lucros reinvestidos negativos são tratados como uma retirada do patrimônio líquido. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5255,BPAG12_RPIDLRR12,Balanço de Pagam. - Renda prim. - Renda invest. dir. - Lucros reinvestidos - Rec.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. A conta de renda de investimento direto que abrange os lucros e dividendos relativos a participações no capital de empresas e os juros correspondentes aos empréstimos intercompanhias nas modalidades de empréstimos diretos e títulos de qualquer prazo. Os lucros reinvestidos representam a parcela pertencente a investidores diretos não residentes dos lucros retidos e, portanto, não distribuídos. Os lucros reinvestidos positivos são tratados como uma injeção de capital na empresa de investimento direto pelo investidor direto, já os lucros reinvestidos negativos são tratados como uma retirada do patrimônio líquido. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5256,BPAG12_RPIDR12,Balanço de Pagam. - Renda prim. - Renda invest. dir. - Rec.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. A conta de renda de investimento direto que abrange os lucros e dividendos relativos a participações no capital de empresas e os juros correspondentes aos empréstimos intercompanhias nas modalidades de empréstimos diretos e títulos de qualquer prazo. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5257,BPAG12_RPOI12,Balanço de Pagam. - Renda prim. - Renda de outros invest. (inclui juros) - Saldo,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. A conta renda de outros investimentos registra os juros de créditos comerciais, como os créditos de fornecedores; os juros de empréstimos de agências governamentais, organismos internacionais, bancos e compradores; e os relativos aos juros de depósitos e outros ativos e passivos. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5258,BPAG12_RPOID12,Balanço de Pagam. - Renda prim. - Renda de outros invest. (inclui juros) - Desp.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. A conta renda de outros investimentos registra os juros de créditos comerciais, como os créditos de fornecedores; os juros de empréstimos de agências governamentais, organismos internacionais, bancos e compradores; e os relativos aos juros de depósitos e outros ativos e passivos. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5259,BPAG12_RPOIR12,Balanço de Pagam. - Renda prim. - Renda de outros invest. (inclui juros) - Rec.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. A conta renda de outros investimentos registra os juros de créditos comerciais, como os créditos de fornecedores; os juros de empréstimos de agências governamentais, organismos internacionais, bancos e compradores; e os relativos aos juros de depósitos e outros ativos e passivos. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:48:00.347-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5260,BPAG12_RPR12,Balanço de Pagam. - Renda prim. - Rec.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5261,BPAG12_RPRES12,Balanço de Pagam. - Renda prim. - Renda de reservas - Rec.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. A renda de reservas registra as receitas resultantes da aplicação das reservas internacionais acumuladas pelo país. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5262,BPAG12_RPSAL12,Balanço de Pagam. - Renda prim. - Salários e ordenados - Saldo,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. Salários e ordenados correspondem aos pagamentos, em dinheiro ou outros benefícios, a trabalhadores sazonais, temporários e outros não residentes, como empregados de embaixadas e consulados. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5263,BPAG12_RPSALD12,Balanço de Pagam. - Renda prim. - Salários e ordenados - Desp.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. Salários e ordenados correspondem aos pagamentos, em dinheiro ou outros benefícios, a trabalhadores sazonais, temporários e outros não residentes, como empregados de embaixadas e consulados. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5264,BPAG12_RPSALR12,Balanço de Pagam. - Renda prim. - Salários e ordenados - Rec.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda primária indica os montantes a pagar ou a receber em troca do uso temporário de recursos financeiros, trabalho ou ativos não financeiros não produzidos, a saber, remuneração de trabalhadores, renda de investimentos (renda de investimento direto, renda de investimento em carteira e renda de outros investimentos) e demais rendas primárias. Salários e ordenados correspondem aos pagamentos, em dinheiro ou outros benefícios, a trabalhadores sazonais, temporários e outros não residentes, como empregados de embaixadas e consulados. Mais informações: <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5265,BPAG12_RS12,Balanço de Pagam. - Renda sec. - Saldo,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda secundária apresenta a renda gerada em uma economia e distribuída para outra, ou seja, mostra como o saldo da renda primária dos setores institucionais são transformados em renda disponível pelo recebimento e pagamento de transferências correntes. Os três principais tipos de transferências correntes distinguidos na conta de renda secundária são: Impostos correntes sobre a renda e a propriedade; contribuições sociais e benefícios sociais e outras transferências correntes. Mais informações:  <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5266,BPAG12_RSD12,Balanço de Pagam. - Renda sec. - Desp.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda secundária apresenta a renda gerada em uma economia e distribuída para outra, ou seja, mostra como o saldo da renda primária dos setores institucionais são transformados em renda disponível pelo recebimento e pagamento de transferências correntes. Os três principais tipos de transferências correntes distinguidos na conta de renda secundária são: Impostos correntes sobre a renda e a propriedade; contribuições sociais e benefícios sociais e outras transferências correntes. Mais informações:  <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5267,BPAG12_RSR12,Balanço de Pagam. - Renda sec. - Rec.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. A conta renda secundária apresenta a renda gerada em uma economia e distribuída para outra, ou seja, mostra como o saldo da renda primária dos setores institucionais são transformados em renda disponível pelo recebimento e pagamento de transferências correntes. Os três principais tipos de transferências correntes distinguidos na conta de renda secundária são: Impostos correntes sobre a renda e a propriedade; contribuições sociais e benefícios sociais e outras transferências correntes. Mais informações:  <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5268,BPAG12_SER12,Balanço de Pagam. - Serviços - Saldo,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros.  Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5269,BPAG12_SERALUG12,Balanço de Pagam. - Serviços - Aluguel de equipamentos - Saldo,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. O aluguel de equipamentos engloba as receitas e despesas relativas ao aluguel de ativos tangíveis e resultantes de processos produtivos, pertencentes a residentes, por não residentes (ou vice-versa). Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5270,BPAG12_SERALUGD12,Balanço de Pagam. - Serviços - Aluguel de equipamentos - Desp.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. O aluguel de equipamentos engloba as receitas e despesas relativas ao aluguel de ativos tangíveis e resultantes de processos produtivos, pertencentes a residentes, por não residentes (ou vice-versa). Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5271,BPAG12_SERALUGR12,Balanço de Pagam. - Serviços - Aluguel de equipamentos - Rec.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. O aluguel de equipamentos engloba as receitas e despesas relativas ao aluguel de ativos tangíveis e resultantes de processos produtivos, pertencentes a residentes, por não residentes (ou vice-versa). Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5272,BPAG12_SERCONST12,Balanço de Pagam. - Serviços - Construção - Saldo,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. A construção engloba os serviços de construção e instalação de projetos, prestados temporariamente por residentes para não residentes no exterior, e vice-versa. Por exemplo:  criação, renovação, reparação, ou ampliação de ativos fixos, sob a forma de edifícios, melhoramentos de terrenos, e outras construções. Inclui preparação do local da construção, bem como serviços especializados, tais como pintura, canalização, e de demolição. Também inclui gestão de projetos de construção. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a>; SGS - Sistema Gerenciador de Séries Temporais e ""Contabilidade Social"", Ed. Campus, 4ª ed., Feijó & Olinto Ramos.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5273,BPAG12_SERCONSTD12,Balanço de Pagam. - Serviços - Construção - Desp.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. A construção engloba os serviços de construção e instalação de projetos, prestados temporariamente por residentes para não residentes no exterior, e vice-versa. Por exemplo:  criação, renovação, reparação, ou ampliação de ativos fixos, sob a forma de edifícios, melhoramentos de terrenos, e outras construções. Inclui preparação do local da construção, bem como serviços especializados, tais como pintura, canalização, e de demolição. Também inclui gestão de projetos de construção. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a>; SGS - Sistema Gerenciador de Séries Temporais e ""Contabilidade Social"", Ed. Campus, 4ª ed., Feijó & Olinto Ramos.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5274,BPAG12_SERCONSTR12,Balanço de Pagam. - Serviços - Construção - Rec.,"O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. A construção engloba os serviços de construção e instalação de projetos, prestados temporariamente por residentes para não residentes no exterior, e vice-versa. Por exemplo:  criação, renovação, reparação, ou ampliação de ativos fixos, sob a forma de edifícios, melhoramentos de terrenos, e outras construções. Inclui preparação do local da construção, bem como serviços especializados, tais como pintura, canalização, e de demolição. Também inclui gestão de projetos de construção. Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>;  <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a>; SGS - Sistema Gerenciador de Séries Temporais e ""Contabilidade Social"", Ed. Campus, 4ª ed., Feijó & Olinto Ramos.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5275,BPAG12_SERCULT12,"Balanço de Pagam. - Serviços - Serv. culturais, pessoais e recreativos - Saldo","O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Registra serviços culturais, pessoais e recreativos relacionados a produção de filmes, rádio e programas de televisão (ao vivo ou gravados), direitos de gravações musicais, aluguel de filmes e vídeos, e taxas cobradas por atores, diretores, e produtores para produções no exterior.Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:52:00.353-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
5276,BPAG12_SERCULTD12,"Balanço de Pagam. - Serviços - Serv. culturais, pessoais e recreativos - Desp.","O balanço de pagamentos é uma peça contábil que resume as transações econômicas entre residentes no país e não residentes em um determinado período de tempo. O balanço de serviços registra as receitas e pagamentos relativos à prestação  de serviços, em transações entre residentes e não residentes, cuja principais modalidades de serviços apuradas são: aluguel de equipamentos; serviços de construção; seguros; transportes; viagens internacionais; serviços governamentais; serviços financeiros; serviços pessoais, culturais e recreação; dentre outros. Registra serviços culturais, pessoais e recreativos relacionados a produção de filmes, rádio e programas de televisão (ao vivo ou gravados), direitos de gravações musicais, aluguel de filmes e vídeos, e taxas cobradas por atores, diretores, e produtores para produções no exterior.Mais informações:  <a href=""../doc/nm1bpm6p.pdf"">Nota Metodológica nº 1 </a> ; <a href=""../doc/nm2bpm6p.pdf"">Nota Metodológica nº 2 - Transações Correntes </a>; <a href=""../doc/bpm6.pdf"">Balance of Payments and International Investment Position Manual Sixth Edition (BPM6) </a> e SGS - Sistema Gerenciador de Séries Temporais.",2021-02-26T06:50:00.313-03:00,Macroeconômico,Bacen/BP (BPM6),"Banco Central do Brasil, Balanço de Pagamentos (BPM6) (BCB / BP (BPM6))",http://www.bcb.gov.br,Mensal,US$,milhões,A,10,BRA,True
